identificador,país,mulher_casa_filhos,casa_realização,trab_homem_mulher,homem_domésticas,homem_cuidado,lavar_roupa,pequenos_reparos,doença_parentes,compras,limpeza,comida,horas_trab_dom,divisão_tar_dom,conflito_tar_dom,decisões_crianças,sobrecarga_tar_dom,stress_casa,cansaço_tar_dom,cansaço_dom_trab,concentração_trab,familia_satisfação,filhos_maiores,crianças_pequenas,idade,sexo,status_marital,anos_escolaridade,emprego_status,horas_trab,rendimento,renda_familiar,identidade_etnica
35000176,Brazil (BR),Strongly agree,Agree,Agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",About equal o both together,About equal o both together,60,I do roughly my fair share,"Less often, rarely",Mostly me,Strongly disagree,Strongly disagree,Never,Never,Never,Fairly satisfied,2 children,1 child,53,Female,"Marr,liv as mar",3,"Housewife,home duties",NA,240,840,"Other,mixed origin,one-non-swedish"
35000190,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man",About equal o both together,Done by a third person,"Always me,PL:the woman","Always me,PL:the woman",36,I do roughly my fair share,Never,Mostly me,Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,NA,NA,65,Female,"Marr,liv as mar",3,"Housewife,home duties",NA,150,1500,"Other,mixed origin,one-non-swedish"
35000191,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,"Usually my spouse,partner,PL:the man",Done by a third person,Done by a third person,Done by a third person,Done by a third person,Done by a third person,96,NA,Never,We decide together,Strongly disagree,Strongly disagree,Never,Never,Never,Fairly satisfied,NA,NA,83,Male,"Marr,liv as mar",4,Retired,NA,900,2500,"Other,mixed origin,one-non-swedish"
35000197,Brazil (BR),Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",Done by a third person,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do a bit less than my fair share,Never,We decide together,NA,NA,NA,NA,NA,Fairly satisfied,NA,2 children,61,Male,"Marr,liv as mar",1,Unemployed,NA,NA,290,"Black/African/Carribean,No-Spanish"
35000202,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Always my spouse,partner,PL:the man",NA,About equal o both together,Done by a third person,Done by a third person,30,I do a bit more than my fair share,Never,Mostly me,Strongly disagree,Strongly agree,Once or twice a year,Once or twice a year,Once or twice a year,Fairly satisfied,2 children,2 children,35,Female,"Marr,liv as mar",6,Employed-full time,NA,70,170,"Other,mixed origin,one-non-swedish"
35000203,Brazil (BR),Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",20,I do roughly my fair share,Several times a week,"Sometimes me,sometimes spouse",Strongly disagree,Strongly disagree,Once or twice a year,Never,Never,Neither satisfied nor dissatisfied,1 child,NA,26,Female,"Marr,liv as mar",5,Employed-full time,NA,100,340,"Other,mixed origin,one-non-swedish"
35000204,Brazil (BR),Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man",Done by a third person,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",60,I do much more than my fair share,"Less often, rarely",Mostly me,Agree,Agree,Once or twice a year,Once or twice a year,Never,Fairly dissatisfied,5 children,NA,38,Male,"Marr,liv as mar",1,Employed-part time,36,120,120,"Other,mixed origin,one-non-swedish"
35000205,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Agree,Agree,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always my spouse,partner,PL:the man",96,I do roughly my fair share,Several times a week,We decide together,Strongly disagree,Neither agree nor disagree,Several times a month,Never,Never,Fairly satisfied,NA,1 child,43,Male,"Marr,liv as mar",3,Employed-full time,90,370,370,"Other,mixed origin,one-non-swedish"
35000209,Brazil (BR),NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",60,I do much more than my fair share,Never,Mostly me,Strongly agree,Strongly disagree,Never,Never,Never,Fairly satisfied,NA,NA,69,Female,"Marr,liv as mar",1,"Housewife,home duties",NA,NA,400,"Other,mixed origin,one-non-swedish"
35000212,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,"Usually my spouse,partner,PL:the man","Usually me,PL:the woman","Always me,PL:the woman",50,I do roughly my fair share,"Less often, rarely",We decide together,Strongly agree,Agree,Several times a month,Several times a month,Several times a month,Fairly satisfied,4 children,1 child,38,Female,"Marr,liv as mar",6,"Oth,not i labour force",NA,NA,600,"Other,mixed origin,one-non-swedish"
35000215,Brazil (BR),Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",About equal o both together,About equal o both together,About equal o both together,8,I do a bit less than my fair share,"Less often, rarely",We decide together,Strongly disagree,Disagree,Never,Never,Never,Fairly satisfied,1 child,1 child,55,Male,"Marr,liv as mar",3,"Oth,not i labour force",NA,NA,240,"Other,mixed origin,one-non-swedish"
35000220,Brazil (BR),Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",57,I do a bit more than my fair share,"Less often, rarely",We decide together,Strongly agree,Strongly agree,NA,NA,NA,Neither satisfied nor dissatisfied,4 children,1 child,33,Female,"Marr,liv as mar",4,"Housewife,home duties",NA,NA,240,"Other,mixed origin,one-non-swedish"
35000223,Brazil (BR),Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",60,I do roughly my fair share,Never,We decide together,Strongly agree,Agree,Never,Never,Never,Fairly satisfied,1 child,NA,68,Female,"Marr,liv as mar",2,Retired,NA,240,480,"Other,mixed origin,one-non-swedish"
35000225,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Done by a third person,Done by a third person,"Usually me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",30,I do a bit less than my fair share,"Less often, rarely","Mostly my spouse,partner",Strongly agree,Strongly agree,NA,NA,NA,Very satisfied,2 children,NA,38,Female,"Marr,liv as mar",3,"Housewife,home duties",NA,50,400,"Europe,White/European"
35000227,Brazil (BR),Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Always me,PL:the woman","Always me,PL:the woman",95,I do roughly my fair share,Several times a year,We decide together,Strongly agree,Strongly disagree,NA,NA,NA,Very satisfied,1 child,1 child,28,Female,"Marr,liv as mar",6,"Studt,school,vocat.trng",NA,NA,320,"Europe,White/European"
35000228,Brazil (BR),Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do much less than my fair share,Several times a month,We decide together,Agree,Agree,Several times a month,Several times a month,Several times a month,Very satisfied,NA,NA,56,Male,"Marr,liv as mar",1,Employed-full time,44,300,300,"Black/African/Carribean,No-Spanish"
35000229,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",70,I do much more than my fair share,"Less often, rarely",We decide together,Strongly agree,Strongly agree,NA,NA,NA,Very satisfied,NA,2 children,20,Female,"Marr,liv as mar",7,"Housewife,home duties",NA,NA,240,"Europe,White/European"
35000233,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Done by a third person,"Always my spouse,partner,PL:the man",NA,"Always my spouse,partner,PL:the man",Done by a third person,Done by a third person,NA,I do a bit less than my fair share,"Less often, rarely",We decide together,Neither agree nor disagree,Strongly agree,NA,NA,NA,Very satisfied,NA,NA,53,Female,"Marr,liv as mar",97,"Housewife,home duties",NA,NA,240,"American Indian,Navajo,Ind.Dialect"
35000235,Brazil (BR),Agree,Agree,Agree,Agree,Agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,I do much less than my fair share,"Less often, rarely",We decide together,Strongly agree,Strongly agree,Several times a month,Several times a month,Several times a month,Very satisfied,NA,NA,59,Male,"Marr,liv as mar",4,Employed-full time,40,200,1400,"Black/African/Carribean,No-Spanish"
35000241,Brazil (BR),Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,"Usually my spouse,partner,PL:the man",Done by a third person,"Usually my spouse,partner,PL:the man","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,NA,"Less often, rarely",We decide together,Neither agree nor disagree,Strongly agree,Once or twice a year,Once or twice a year,Once or twice a year,Very satisfied,NA,NA,67,Male,"Marr,liv as mar",1,Retired,NA,240,240,"Black/African/Carribean,No-Spanish"
35000244,Brazil (BR),Agree,Agree,Agree,Strongly disagree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man",Done by a third person,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",30,I do roughly my fair share,"Less often, rarely",We decide together,Strongly agree,Strongly disagree,Several times a week,Several times a month,Several times a week,Very satisfied,NA,NA,24,Female,"Marr,liv as mar",11,Employed-full time,44,120,480,"Other,mixed origin,one-non-swedish"
35000245,Brazil (BR),Agree,Agree,Agree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Usually me,PL:the woman",Done by a third person,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,I do much less than my fair share,"Less often, rarely",We decide together,Neither agree nor disagree,Disagree,Several times a week,Several times a week,Several times a week,Very satisfied,3 children,NA,34,Male,"Marr,liv as mar",5,Employed-full time,NA,400,400,"Europe,White/European"
35000250,Brazil (BR),Agree,Agree,Agree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Usually my spouse,partner,PL:the man","Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",NA,I do roughly my fair share,"Less often, rarely",We decide together,Strongly agree,Strongly agree,NA,NA,NA,Very satisfied,2 children,NA,65,Female,"Marr,liv as mar",3,Retired,NA,240,480,"Europe,White/European"
35000252,Brazil (BR),Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man",Done by a third person,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do roughly my fair share,"Less often, rarely",We decide together,Disagree,Strongly agree,Several times a month,Once or twice a year,Once or twice a year,Very satisfied,NA,NA,42,Male,"Marr,liv as mar",15,Employed-full time,50,1000,1000,"Europe,White/European"
35000257,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,I do much less than my fair share,Several times a year,We decide together,Strongly agree,Agree,Several times a month,Several times a month,Several times a month,Very satisfied,2 children,NA,37,Male,"Marr,liv as mar",3,Employed-full time,NA,NA,NA,NA
35000259,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do much less than my fair share,"Less often, rarely",We decide together,Strongly disagree,Strongly agree,Several times a month,Several times a month,Several times a month,Very satisfied,1 child,1 child,53,Male,"Marr,liv as mar",97,Employed-full time,96,800,800,"American Indian,Navajo,Ind.Dialect"
35000262,Brazil (BR),Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",95,I do a bit more than my fair share,"Less often, rarely",We decide together,Strongly agree,Strongly disagree,Several times a month,Several times a month,Several times a month,Very satisfied,1 child,NA,51,Female,"Marr,liv as mar",11,Employed-full time,80,200,2000,"Other,mixed origin,one-non-swedish"
35000264,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,I do roughly my fair share,"Less often, rarely",We decide together,Disagree,Strongly agree,NA,NA,NA,Fairly satisfied,2 children,NA,47,Female,"Marr,liv as mar",15,Unemployed,NA,300,1600,"Other,mixed origin,one-non-swedish"
35000266,Brazil (BR),Strongly agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Done by a third person,Done by a third person,Done by a third person,Done by a third person,Done by a third person,Done by a third person,96,NA,"Less often, rarely",We decide together,Strongly disagree,Strongly disagree,NA,NA,NA,Very satisfied,1 child,1 child,72,Male,"Marr,liv as mar",7,Retired,NA,600,600,"Europe,White/European"
35000267,Brazil (BR),NA,NA,Strongly disagree,Disagree,Neither agree nor disagree,"Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do a bit less than my fair share,"Less often, rarely",Mostly me,Neither agree nor disagree,Strongly agree,NA,NA,NA,Very satisfied,1 child,NA,49,Male,"Marr,liv as mar",3,Unemployed,NA,NA,400,"Europe,White/European"
