v1,v2,v3,COUNTRY,C_ALPHAN,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332,v333,v334,v335,v336,v337,v338,v339,v340,v341,v342,v343,v344,v345,v346,v347,v348,v349,v350,v351,v352,v353,v354,v355,v356,v357,v358,v359,v360,v361
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000250,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Work full-time,Work full-time,Work full-time,Work full-time,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,"Usually me,PL:the woman","Usually my spouse,partner,PL:the man","Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",NA,NA,I do roughly my fair share,"Less often, rarely",We decide together,We decide together,We decide together,We have about the same income,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,Very satisfied,No,Stayed home,Stayed home,Stayed home,Stayed home,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work full-time,2 persons,2 children,NA,4,5,No formal qualification,NA,Female,65,"Marr,liv as mar",NA,3,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,NA,NA,NA,NA,NA,NA,Retired,Drivers of animal-drawn vehicles+mach,NA,240,480,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000252,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Work full-time,Work full-time,Work full-time,Work full-time,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I manage all the money,"Always my spouse,partner,PL:the man",Done by a third person,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,40,I do roughly my fair share,"Less often, rarely",We decide together,We decide together,We decide together,Spouse has no income,Disagree,Strongly agree,Strongly agree,Agree,Several times a month,Several times a month,Once or twice a year,Once or twice a year,Very happy,Very satisfied,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Work full-time,5 persons,NA,NA,5,3,Higher secondary completed,NA,Male,42,"Marr,liv as mar",NA,15,University degree completed,NA,NA,NA,University completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,50,2320,"Private firm, others",NA,"No,do n supervise",NA,"Housewife,home duties",NA,NA,1000,1000,5,NA,Far left etc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000257,Brazil (BR),BR,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Work full-time,Work full-time,Work full-time,Work full-time,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I manage all the money,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,NA,I do much less than my fair share,Several times a year,We decide together,We decide together,We decide together,Spouse has no income,Strongly agree,Agree,Strongly agree,Agree,Several times a month,Several times a month,Several times a month,Several times a month,Very happy,Very satisfied,Very satisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Work full-time,2 persons,2 children,NA,4,2,Lowest formal qualification,NA,Male,37,"Marr,liv as mar",NA,3,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,NA,NA,Self employed,1,NA,NA,"Housewife,home duties",NA,NA,NA,NA,4,NA,"Other,no specific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city",NA,NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000259,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Work full-time,Work full-time,Work full-time,Work full-time,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,I manage all the money,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,95,I do much less than my fair share,"Less often, rarely",We decide together,We decide together,We decide together,Spouse has no income,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Several times a month,Several times a month,Several times a month,Several times a month,Very happy,Very satisfied,Very satisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Work full-time,5 persons,1 child,1 child,7,4,No formal qualification,NA,Male,53,"Marr,liv as mar",NA,97,No formal qualification,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,96,NA,Self employed,NA,NA,NA,"Housewife,home duties",NA,NA,800,800,7,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pentecostal,Protestant,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","American Indian,Navajo,Ind.Dialect",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000262,Brazil (BR),BR,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Work full-time,Work part-time,Work full-time,Work full-time,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,We pool all the money,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",95,96,I do a bit more than my fair share,"Less often, rarely",We decide together,We decide together,We decide together,Spouse has higher income,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Several times a month,Several times a month,Several times a month,Several times a month,Fairly happy,Fairly satisfied,Very satisfied,No,Stayed home,Stayed home,Stayed home,Stayed home,Stayed home,Worked full-time,Worked full-time,Worked full-time,Work full-time,3 persons,1 child,NA,4,2,University degree completed,NA,Female,51,"Marr,liv as mar",NA,11,Higher secondary completed,NA,NA,NA,Secondary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,80,1314,Self employed,NA,NA,NA,"F-t empl,main job",Secondary education teacher,NA,200,2000,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None, no Religion",No religion,NA,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000264,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Work full-time,Work full-time,Work full-time,Work full-time,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Spouse,partner manages money","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,NA,I do roughly my fair share,"Less often, rarely",We decide together,We decide together,We decide together,Spouse has higher income,Disagree,Strongly agree,NA,NA,NA,NA,NA,NA,Very happy,NA,Fairly satisfied,No,Stayed home,Stayed home,Stayed home,Stayed home,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work full-time,3 persons,2 children,NA,5,2,University degree completed,NA,Female,47,"Marr,liv as mar",NA,15,University degree completed,NA,NA,NA,University completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed,NA,NA,NA,NA,NA,NA,"Oth,not lab force",NA,NA,300,1600,5,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BR: Afro Brazilian Religion,Other Religions,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000266,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Work full-time,Work full-time,Work full-time,Work full-time,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I manage all the money,Done by a third person,Done by a third person,Done by a third person,Done by a third person,Done by a third person,Done by a third person,96,96,NA,"Less often, rarely",We decide together,We decide together,We decide together,Spouse has no income,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,NA,NA,NA,NA,Very happy,NA,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Work part-time,4 persons,1 child,1 child,6,10,No formal qualification,NA,Male,72,"Marr,liv as mar",NA,7,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,600,600,6,NA,Far left etc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pentecostal,Protestant,Once a week,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000267,Brazil (BR),BR,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,NA,NA,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neither agree nor disagree,Work full-time,Stay at home,Work full-time,Work full-time,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,I manage all the money,"Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,NA,I do a bit less than my fair share,"Less often, rarely",Mostly me,Mostly me,Mostly me,I have no income,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,NA,NA,NA,NA,Fairly happy,NA,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Work full-time,3 persons,1 child,NA,4,3,No formal qualification,NA,Male,49,"Marr,liv as mar",NA,3,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed,NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,NA,400,4,NA,"Left,center left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Sev times a year,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000272,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Work full-time,Work full-time,Work full-time,Work full-time,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,We pool all the money,"Always my spouse,partner,PL:the man",Done by a third person,Done by a third person,Done by a third person,Done by a third person,Done by a third person,96,NA,I do a bit more than my fair share,Never,We decide together,We decide together,We decide together,I have much higher income,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Never,Never,Never,Never,Fairly happy,Fairly satisfied,Fairly satisfied,"Yes, she worked for pay",NA,NA,NA,NA,NA,NA,NA,NA,Work full-time,4 persons,NA,NA,4,NA,Higher secondary completed,45,Male,30,"Marr,liv as mar",NA,11,Higher secondary completed,NA,NA,NA,Secondary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-part time,36,5139,"Private firm, others",NA,"No,do n supervise",NA,"F-t empl,main job",Receptionists+information clerks,NA,700,1000,4,NA,"Center,liberal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Less frequently,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Black/African/Carribean,No-Spanish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000273,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Work full-time,Work part-time,Work full-time,Work full-time,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I manage all the money,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,NA,I do much less than my fair share,"Less often, rarely",We decide together,We decide together,We decide together,Spouse has no income,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,NA,NA,NA,Fairly happy,NA,Neither satisfied nor dissatisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Work full-time,3 persons,NA,NA,3,4,NA,NA,Male,69,"Marr,liv as mar",NA,3,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,240,240,3,NA,"Left,center left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Black/African/Carribean,No-Spanish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000275,Brazil (BR),BR,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Work part-time,Stay at home,Work full-time,Work full-time,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,We pool all the money,"Always me,PL:the woman",Done by a third person,About equal o both together,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",NA,38,I do roughly my fair share,"Less often, rarely",We decide together,We decide together,Mostly me,I have no income,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Very happy,NA,Very satisfied,"Yes, she worked for pay",Worked part-time,Stayed home,Worked part-time,Stayed home,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work part-time,4 persons,NA,NA,4,5,No formal qualification,30,Female,56,"Marr,liv as mar",NA,8,Lowest formal qualification,NA,NA,NA,Primary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,NA,NA,NA,NA,Retired,"Car, taxi and van drivers",NA,NA,600,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Black/African/Carribean,No-Spanish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35000277,Brazil (BR),BR,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Work part-time,Work part-time,Work part-time,Work part-time,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,We pool all the money,"Always me,PL:the woman","Usually my spouse,partner,PL:the man",About equal o both together,"Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",24,96,I do much more than my fair share,Never,We decide together,We decide together,"Sometimes me,sometimes spouse",I have no income,NA,Agree,Neither agree nor disagree,NA,NA,NA,NA,NA,Fairly happy,NA,Fairly satisfied,"Yes, she worked for pay",Worked part-time,Worked part-time,Worked part-time,NA,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work part-time,2 persons,2 children,NA,4,2,No formal qualification,NA,Female,40,"Marr,liv as mar",NA,2,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed,NA,NA,NA,NA,NA,NA,"F-t empl,main job",Bricklayers and stonemasons,NA,NA,800,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a month,NA,NA,NA,NA,North East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
